,index,Driver,Vehicle,Tire,Glider,GroundSpeed,WaterSpeed,AirSpeed,AntiGravitySpeed,Acceleration,Weight,GroundHandling,WaterHandling,AirHandling,AntiGravityHandling,Traction,MiniTurbo,Total,Balance,AverageSpeed,WeightedSpeed,AverageHandling,WeightedHandling,GroundMastery,WaterMastery,AirMastery,AntiGravityMastery,DriftMastery,CollisionMastery
6376,381947,King Boo,Circuit Special,Roller,Cloud Glider,3.75,3.75,4.0,3.75,3.25,3.25,3.0,2.75,3.0,3.25,3.0,3.5,40.25,4.608930177512242,3.8125,3.775,3.0,3.025,3.375,3.25,3.5,3.5,3.1666666666666665,3.125
6377,327095,Mario,Bounder,Normal,Cloud Glider,3.75,3.75,4.0,3.75,3.25,3.25,3.5,3.0,3.5,3.5,2.75,3.25,41.25,4.644443458019045,3.8125,3.775,3.375,3.4,3.625,3.375,3.75,3.625,3.125,3.375
6378,324874,Mario,Prancer,Normal,Peach Parasol,3.75,3.75,4.0,3.75,3.25,3.25,3.5,3.5,3.75,3.0,3.0,3.25,41.75,4.672156957362123,3.8125,3.775,3.4375,3.375,3.625,3.625,3.875,3.375,3.2291666666666665,3.375
6379,303567,Luigi,Bounder,Normal,Cloud Glider,3.75,3.75,4.0,3.75,3.25,3.25,3.75,3.25,3.75,3.75,2.5,3.25,42.0,4.587138588077615,3.8125,3.775,3.625,3.65,3.75,3.5,3.875,3.75,3.125,3.5
6380,302980,Luigi,Prancer,Normal,Peach Parasol,3.75,3.75,4.0,3.75,3.25,3.25,3.75,3.75,4.0,3.25,2.75,3.25,42.5,4.6181186920870125,3.8125,3.775,3.6875,3.625,3.75,3.75,4.0,3.5,3.2291666666666665,3.5
6381,318803,Mario,Cat Cruiser,Off-Road,Wario Wing,3.75,3.75,4.0,3.75,3.5,4.0,3.25,2.75,3.25,3.0,3.5,3.0,41.5,4.589438669550327,3.8125,3.775,3.0625,3.075,3.5,3.25,3.625,3.375,3.1875,3.625
6382,328381,Mario,Cat Cruiser,Retro Off-Road,Wario Wing,3.75,3.75,4.0,3.75,3.5,4.0,3.25,2.75,3.5,3.0,3.5,3.0,41.75,4.594661570506519,3.8125,3.775,3.125,3.1,3.5,3.25,3.75,3.375,3.208333333333333,3.625
6383,295283,Luigi,Cat Cruiser,Off-Road,Wario Wing,3.75,3.75,4.0,3.75,3.5,4.0,3.5,3.0,3.5,3.25,3.25,3.0,42.25,4.655261407774388,3.8125,3.775,3.3125,3.325,3.625,3.375,3.75,3.5,3.1875,3.75
6384,304819,Luigi,Cat Cruiser,Retro Off-Road,Wario Wing,3.75,3.75,4.0,3.75,3.5,4.0,3.5,3.0,3.75,3.25,3.25,3.0,42.5,4.649135267366382,3.8125,3.775,3.375,3.35,3.625,3.375,3.875,3.5,3.208333333333333,3.75
6385,329157,Mario,Mach 8,Monster,Super Glider,3.75,3.75,4.0,4.0,2.75,4.25,2.5,2.5,2.75,3.0,4.25,3.0,40.5,4.313275230466449,3.875,3.85,2.6875,2.675,3.125,3.125,3.375,3.5,3.3125,3.375
6386,294602,Luigi,Mach 8,Monster,Super Glider,3.75,3.75,4.0,4.0,2.75,4.25,2.75,2.75,3.0,3.25,4.0,3.0,41.25,4.424703633688766,3.875,3.85,2.9375,2.925,3.25,3.25,3.5,3.625,3.3125,3.5
6387,384429,King Boo,W 25 Silver Arrow,Monster,Super Glider,3.75,3.75,4.0,4.0,3.0,4.0,2.75,2.5,2.75,2.75,4.75,3.25,41.25,4.299959416760844,3.875,3.85,2.6875,2.7,3.25,3.125,3.375,3.375,3.5625,3.375
6388,380227,King Boo,Bounder,Button,Cloud Glider,3.75,3.75,4.0,4.0,3.25,3.0,3.25,2.75,3.0,3.5,2.5,3.75,40.5,4.505714473387919,3.875,3.85,3.125,3.2,3.5,3.25,3.5,3.75,3.125,3.125
6389,378762,King Boo,Prancer,Button,Peach Parasol,3.75,3.75,4.0,4.0,3.25,3.0,3.25,3.25,3.25,3.0,2.75,3.75,41.0,4.5825764450316395,3.875,3.85,3.1875,3.175,3.5,3.5,3.625,3.5,3.2291666666666665,3.125
6390,322531,Mario,Blue Falcon,Normal,Cloud Glider,3.75,3.75,4.0,4.0,3.5,2.75,3.25,3.25,3.25,4.0,3.5,3.25,42.25,4.608930177512242,3.875,3.85,3.4375,3.475,3.5,3.5,3.625,4.0,3.395833333333333,3.0
6391,299251,Luigi,Blue Falcon,Normal,Cloud Glider,3.75,3.75,4.0,4.0,3.5,2.75,3.5,3.5,3.5,4.25,3.25,3.25,43.0,4.596417557519176,3.875,3.85,3.6875,3.725,3.625,3.625,3.75,4.125,3.395833333333333,3.125
6392,322947,Mario,Tanooki Kart,Slim,Wario Wing,3.75,3.75,4.0,4.25,2.5,4.0,4.0,4.0,3.75,3.25,3.25,2.75,43.25,4.451672653620231,3.9375,3.925,3.75,3.75,3.875,3.875,3.875,3.75,3.25,4.0
6393,299343,Luigi,Tanooki Kart,Slim,Wario Wing,3.75,3.75,4.0,4.25,2.5,4.0,4.25,4.25,4.0,3.5,3.0,2.75,44.0,4.3938447043667415,3.9375,3.925,4.0,4.0,4.0,4.0,4.0,3.875,3.25,4.125
6394,381409,King Boo,Blue Falcon,Button,Cloud Glider,3.75,3.75,4.0,4.25,3.5,2.5,3.0,3.0,2.75,4.0,3.25,3.75,41.5,4.447800541086608,3.9375,3.925,3.1875,3.275,3.375,3.375,3.375,4.125,3.395833333333333,2.75
6395,343824,Metal Mario,Buggybud,Slim,Super Glider,3.75,3.75,4.0,4.25,3.5,4.0,4.0,3.5,3.75,3.75,2.5,3.5,44.25,4.558862524004962,3.9375,3.925,3.75,3.8,3.875,3.625,3.875,4.0,3.25,4.0
6396,402509,Donkey Kong,Buggybud,Monster,Wario Wing,3.75,3.75,4.0,4.25,3.5,4.25,2.75,2.75,2.75,2.5,3.5,3.5,41.25,4.386468864241223,3.9375,3.925,2.6875,2.675,3.25,3.25,3.375,3.375,3.2291666666666665,3.5
6397,387958,King Boo,Mach 8,Monster,Peach Parasol,3.75,3.75,4.0,4.5,2.75,4.5,2.25,2.5,2.75,2.5,4.25,3.25,40.75,4.1711293736948365,4.0,4.0,2.5,2.425,3.0,3.125,3.375,3.5,3.333333333333333,3.375
6398,347824,Metal Mario,W 25 Silver Arrow,Monster,Peach Parasol,3.75,3.75,4.0,4.5,3.25,4.75,2.75,2.75,3.0,2.5,4.0,3.25,42.25,4.281270586592583,4.0,4.0,2.75,2.7,3.25,3.25,3.5,3.5,3.333333333333333,3.75
6399,329117,Mario,Mach 8,Slim,Cloud Glider,3.75,3.75,4.0,4.75,3.0,3.5,3.5,3.25,3.75,3.75,2.75,3.25,43.0,4.485071349455564,4.0625,4.075,3.5625,3.55,3.625,3.5,3.875,4.25,3.1875,3.5
6400,294719,Luigi,Mach 8,Slim,Cloud Glider,3.75,3.75,4.0,4.75,3.0,3.5,3.75,3.5,4.0,4.0,2.5,3.25,43.75,4.431325970774863,4.0625,4.075,3.8125,3.8,3.75,3.625,4.0,4.375,3.1875,3.625
6401,383137,King Boo,W 25 Silver Arrow,Slim,Cloud Glider,3.75,3.75,4.0,4.75,3.25,3.25,3.75,3.25,3.75,3.5,3.25,3.5,43.75,4.567534376913591,4.0625,4.075,3.5625,3.575,3.75,3.5,3.875,4.125,3.4375,3.5
6402,408412,Donkey Kong,Buggybud,Slim,Peach Parasol,3.75,3.75,4.0,4.75,3.75,3.5,3.75,3.5,3.75,3.25,2.0,3.75,43.5,4.3738646675474575,4.0625,4.075,3.5625,3.55,3.75,3.625,3.875,4.0,3.1041666666666665,3.625
6403,383547,King Boo,Cat Cruiser,Monster,Super Glider,3.75,3.75,4.25,3.75,3.0,4.25,2.75,2.25,3.0,2.5,4.25,3.25,40.75,4.297259153763141,3.875,3.8,2.625,2.6,3.25,3.0,3.625,3.125,3.375,3.5
6404,325418,Mario,Standard Kart,Normal,Wario Wing,3.75,3.75,4.25,3.75,3.5,3.75,3.5,3.25,3.5,3.25,3.25,3.25,42.75,4.6961422282472505,3.875,3.8,3.375,3.375,3.625,3.5,3.875,3.5,3.2916666666666665,3.625
6405,301800,Luigi,Standard Kart,Normal,Wario Wing,3.75,3.75,4.25,3.75,3.5,3.75,3.75,3.5,3.75,3.5,3.0,3.25,43.5,4.68920921974597,3.875,3.8,3.625,3.625,3.75,3.625,4.0,3.625,3.2916666666666665,3.75
6406,376602,King Boo,Standard Kart,Button,Wario Wing,3.75,3.75,4.25,4.0,3.5,3.5,3.25,3.0,3.0,3.25,3.0,3.75,42.0,4.587138588077615,3.9375,3.875,3.125,3.175,3.5,3.375,3.625,3.625,3.2916666666666665,3.375
6407,351802,Metal Mario,Cat Cruiser,Monster,Peach Parasol,3.75,3.75,4.25,4.25,3.25,5.0,2.75,2.5,3.25,2.25,3.5,3.25,41.75,4.213333172830011,4.0,3.95,2.6875,2.6,3.25,3.125,3.75,3.25,3.145833333333333,3.875
6408,383431,King Boo,Cat Cruiser,Slim,Cloud Glider,3.75,3.75,4.25,4.5,3.25,3.5,3.75,3.0,4.0,3.25,2.75,3.5,43.25,4.4948185144590775,4.0625,4.025,3.5,3.475,3.75,3.375,4.125,3.875,3.25,3.625
6409,385758,King Boo,Bounder,Roller,Wario Wing,3.75,3.75,4.5,3.5,3.25,3.5,3.5,3.25,3.25,3.25,2.5,3.75,41.75,4.5297687545021885,3.875,3.75,3.3125,3.35,3.625,3.5,3.875,3.375,3.1875,3.5
6410,378813,King Boo,Prancer,Cushion,Cloud Glider,3.75,3.75,4.5,3.75,3.0,3.0,3.0,2.5,3.5,2.75,3.75,3.5,40.75,4.441406663885512,3.9375,3.825,2.9375,2.875,3.375,3.125,4.0,3.25,3.395833333333333,3.0
6411,385253,King Boo,Prancer,Sponge,Cloud Glider,3.75,3.75,4.5,3.75,3.0,3.0,3.0,2.5,3.5,3.0,3.75,3.5,41.0,4.46345663001134,3.9375,3.825,3.0,2.95,3.375,3.125,4.0,3.375,3.4166666666666665,3.0
6412,381355,King Boo,Blue Falcon,Roller,Wario Wing,3.75,3.75,4.5,3.75,3.5,3.0,3.25,3.5,3.0,3.75,3.25,3.75,42.75,4.585421901205575,3.9375,3.825,3.375,3.425,3.5,3.625,3.75,3.75,3.458333333333333,3.125
6413,321311,Mario,Mach 8,Normal,Wario Wing,3.75,3.75,4.5,4.25,3.25,4.0,3.25,3.25,3.25,3.5,3.5,3.25,43.5,4.56698729810778,4.0625,3.975,3.3125,3.325,3.5,3.5,3.875,3.875,3.3541666666666665,3.625
6414,297693,Luigi,Mach 8,Normal,Wario Wing,3.75,3.75,4.5,4.25,3.25,4.0,3.5,3.5,3.5,3.75,3.25,3.25,44.25,4.599361305368086,4.0625,3.975,3.5625,3.575,3.625,3.625,4.0,4.0,3.3541666666666665,3.75
6415,380739,King Boo,W 25 Silver Arrow,Normal,Wario Wing,3.75,3.75,4.5,4.25,3.5,3.75,3.5,3.25,3.25,3.25,4.0,3.5,44.25,4.599361305368086,4.0625,3.975,3.3125,3.35,3.625,3.5,3.875,3.75,3.6041666666666665,3.625
6416,388077,King Boo,Mach 8,Button,Wario Wing,3.75,3.75,4.5,4.5,3.25,3.75,3.0,3.0,2.75,3.5,3.25,3.75,42.75,4.4448075681679065,4.125,4.05,3.0625,3.125,3.375,3.375,3.625,4.0,3.3541666666666665,3.375
6417,349260,Metal Mario,W 25 Silver Arrow,Button,Wario Wing,3.75,3.75,4.5,4.5,3.75,4.0,3.5,3.25,3.0,3.5,3.0,3.75,44.25,4.510044065061133,4.125,4.05,3.3125,3.4,3.625,3.5,3.75,4.0,3.3541666666666665,3.75
6418,376472,King Boo,Standard Kart,Cushion,Super Glider,3.75,3.75,4.75,3.5,3.25,3.5,3.0,2.25,3.25,3.0,4.0,3.5,41.5,4.389175916809053,3.9375,3.775,2.875,2.875,3.375,3.0,4.0,3.25,3.458333333333333,3.25
6419,381148,King Boo,Standard Kart,Sponge,Super Glider,3.75,3.75,4.75,3.5,3.25,3.5,3.0,2.25,3.25,3.25,4.0,3.5,41.75,4.402102800971554,3.9375,3.775,2.9375,2.95,3.375,3.0,4.0,3.375,3.4791666666666665,3.25
6420,385697,King Boo,Cat Cruiser,Normal,Wario Wing,3.75,3.75,4.75,4.0,3.5,4.0,3.5,3.0,3.5,3.0,3.5,3.5,43.75,4.5297687545021885,4.0625,3.925,3.25,3.25,3.625,3.375,4.125,3.5,3.4166666666666665,3.75
6421,348828,Metal Mario,Standard Kart,Cushion,Peach Parasol,3.75,3.75,4.75,4.0,3.5,4.25,3.0,2.5,3.5,2.75,3.25,3.5,42.5,4.370847130394104,4.0625,3.925,2.9375,2.875,3.375,3.125,4.125,3.375,3.2291666666666665,3.625
6422,341162,Metal Mario,Standard Kart,Sponge,Peach Parasol,3.75,3.75,4.75,4.0,3.5,4.25,3.0,2.5,3.5,3.0,3.25,3.5,42.75,4.395800680088253,4.0625,3.925,3.0,2.95,3.375,3.125,4.125,3.5,3.25,3.625
6423,351719,Metal Mario,Cat Cruiser,Button,Wario Wing,3.75,3.75,4.75,4.25,3.75,4.25,3.5,3.0,3.25,3.25,2.5,3.75,43.75,4.392674142679817,4.125,4.0,3.25,3.3,3.625,3.375,4.0,3.75,3.1666666666666665,3.875
6424,377048,King Boo,Mach 8,Cushion,Super Glider,3.75,3.75,5.0,4.0,3.0,3.75,2.75,2.25,3.0,3.25,4.25,3.5,42.25,4.265630037090132,4.125,3.95,2.8125,2.825,3.25,3.0,4.0,3.625,3.520833333333333,3.25
6425,379972,King Boo,Mach 8,Sponge,Super Glider,3.75,3.75,5.0,4.0,3.0,3.75,2.75,2.25,3.0,3.5,4.25,3.5,42.5,4.2704816865239295,4.125,3.95,2.875,2.9,3.25,3.0,4.0,3.75,3.5416666666666665,3.25
6426,347945,Metal Mario,W 25 Silver Arrow,Cushion,Super Glider,3.75,3.75,5.0,4.0,3.5,4.0,3.25,2.5,3.25,3.25,4.0,3.5,43.75,4.392674142679817,4.125,3.95,3.0625,3.1,3.5,3.125,4.125,3.625,3.520833333333333,3.625
6427,347917,Metal Mario,W 25 Silver Arrow,Sponge,Super Glider,3.75,3.75,5.0,4.0,3.5,4.0,3.25,2.5,3.25,3.5,4.0,3.5,44.0,4.403291858560143,4.125,3.95,3.125,3.175,3.5,3.125,4.125,3.75,3.5416666666666665,3.625
6428,455555,Dry Bowser,Buggybud,Cushion,Wario Wing,3.75,3.75,5.0,4.25,3.75,3.75,3.0,2.5,3.0,2.75,3.5,3.75,42.75,4.316384943513862,4.1875,4.025,2.8125,2.825,3.375,3.125,4.0,3.5,3.3541666666666665,3.375
6429,449647,Dry Bowser,Buggybud,Sponge,Wario Wing,3.75,3.75,5.0,4.25,3.75,3.75,3.0,2.5,3.0,3.0,3.5,3.75,43.0,4.3399954086477415,4.1875,4.025,2.875,2.9,3.375,3.125,4.0,3.625,3.375,3.375
6430,467317,Bowser,Buggybud,Cushion,Wario Wing,3.75,3.75,5.0,4.25,3.75,4.0,2.75,2.25,2.75,2.5,3.25,3.75,41.75,4.199018121492771,4.1875,4.025,2.5625,2.575,3.25,3.0,3.875,3.375,3.1875,3.375
6431,467280,Bowser,Buggybud,Sponge,Wario Wing,3.75,3.75,5.0,4.25,3.75,4.0,2.75,2.25,2.75,2.75,3.25,3.75,42.0,4.223937678228915,4.1875,4.025,2.625,2.65,3.25,3.0,3.875,3.5,3.208333333333333,3.375
6432,344718,Metal Mario,Mach 8,Cushion,Peach Parasol,3.75,3.75,5.0,4.5,3.25,4.5,2.75,2.5,3.25,3.0,3.5,3.5,43.25,4.250315723019673,4.25,4.1,2.875,2.825,3.25,3.125,4.125,3.75,3.2916666666666665,3.625
6433,352626,Metal Mario,Mach 8,Sponge,Peach Parasol,3.75,3.75,5.0,4.5,3.25,4.5,2.75,2.5,3.25,3.25,3.5,3.5,43.5,4.265307732943427,4.25,4.1,2.9375,2.9,3.25,3.125,4.125,3.875,3.3125,3.625
6434,406750,Donkey Kong,W 25 Silver Arrow,Cushion,Peach Parasol,3.75,3.75,5.0,4.5,3.75,3.5,3.0,2.5,3.25,2.75,3.5,3.75,43.0,4.306414672833538,4.25,4.1,2.875,2.85,3.375,3.125,4.125,3.625,3.375,3.25
6435,407894,Donkey Kong,W 25 Silver Arrow,Sponge,Peach Parasol,3.75,3.75,5.0,4.5,3.75,3.5,3.0,2.5,3.25,3.0,3.5,3.75,43.25,4.330380592041157,4.25,4.1,2.9375,2.925,3.375,3.125,4.125,3.75,3.395833333333333,3.25
6436,351764,Metal Mario,Cat Cruiser,Cushion,Super Glider,3.75,3.75,5.25,3.75,3.5,4.25,3.25,2.25,3.5,3.0,3.5,3.5,43.25,4.289219912115335,4.125,3.9,3.0,3.0,3.5,3.0,4.375,3.375,3.333333333333333,3.75
6437,350266,Metal Mario,Cat Cruiser,Sponge,Super Glider,3.75,3.75,5.25,3.75,3.5,4.25,3.25,2.25,3.5,3.25,3.5,3.5,43.5,4.3050506885717885,4.125,3.9,3.0625,3.075,3.5,3.0,4.375,3.5,3.3541666666666665,3.75
6438,401164,Donkey Kong,Cat Cruiser,Cushion,Peach Parasol,3.75,3.75,5.25,4.25,3.75,3.75,3.0,2.25,3.5,2.5,3.0,3.75,42.5,4.203463938688463,4.25,4.05,2.8125,2.75,3.375,3.0,4.375,3.375,3.1875,3.375
6439,410540,Donkey Kong,Cat Cruiser,Sponge,Peach Parasol,3.75,3.75,5.25,4.25,3.75,3.75,3.0,2.25,3.5,2.75,3.0,3.75,42.75,4.230370514172861,4.25,4.05,2.875,2.825,3.375,3.0,4.375,3.5,3.208333333333333,3.375
6440,190169,Cat Peach,Steel Driver,Metal,Cloud Glider,3.75,4.0,2.5,2.75,2.5,3.5,3.25,4.0,3.0,3.0,3.0,2.5,37.75,4.441406663885512,3.25,3.375,3.3125,3.3,3.5,4.0,2.75,2.875,2.9375,3.375
6441,190024,Cat Peach,Steel Driver,Off-Road,Wario Wing,3.75,4.0,2.5,3.0,3.0,3.75,3.0,4.0,3.0,3.0,3.75,2.5,39.25,4.451672653620231,3.3125,3.45,3.25,3.2,3.375,4.0,2.75,3.0,3.1666666666666665,3.375
6442,189310,Cat Peach,Steel Driver,Retro Off-Road,Wario Wing,3.75,4.0,2.5,3.0,3.0,3.75,3.0,4.0,3.25,3.0,3.75,2.5,39.5,4.458187665274584,3.3125,3.45,3.3125,3.225,3.375,4.0,2.875,3.0,3.1875,3.375
6443,257864,Yoshi,Steel Driver,Monster,Super Glider,3.75,4.0,2.75,3.0,2.5,4.0,2.5,3.5,2.75,2.5,4.25,2.75,38.25,4.333214972628155,3.375,3.475,2.8125,2.725,3.125,3.75,2.75,2.75,3.270833333333333,3.25
6444,260655,Tanooki Mario,Steel Driver,Monster,Super Glider,3.75,4.0,2.75,3.0,2.5,4.25,2.5,3.5,2.75,2.5,3.75,2.75,38.0,4.357443552768483,3.375,3.475,2.8125,2.725,3.125,3.75,2.75,2.75,3.1041666666666665,3.375
6445,328576,Mario,Steel Driver,Monster,Peach Parasol,3.75,4.0,2.75,3.5,2.5,4.5,2.25,3.5,2.75,2.0,3.75,2.75,38.0,4.228834019359665,3.5,3.625,2.625,2.475,3.0,3.75,2.75,2.75,3.0416666666666665,3.375
6446,295936,Luigi,Steel Driver,Monster,Peach Parasol,3.75,4.0,2.75,3.5,2.5,4.5,2.5,3.75,3.0,2.25,3.5,2.75,38.75,4.297259153763141,3.5,3.625,2.875,2.725,3.125,3.875,2.875,2.875,3.0416666666666665,3.5
6447,248855,Yoshi,Steel Driver,Slim,Cloud Glider,3.75,4.0,2.75,3.75,2.75,3.25,3.5,4.25,3.75,3.25,2.75,3.0,40.75,4.483693918593854,3.5625,3.7,3.6875,3.6,3.625,4.125,3.25,3.5,3.145833333333333,3.375
6448,260527,Tanooki Mario,Steel Driver,Slim,Cloud Glider,3.75,4.0,2.75,3.75,2.75,3.5,3.5,4.25,3.75,3.25,2.25,3.0,40.5,4.411280279682336,3.5625,3.7,3.6875,3.6,3.625,4.125,3.25,3.5,2.9791666666666665,3.5
6449,247844,Yoshi,Steel Driver,Normal,Wario Wing,3.75,4.0,3.25,3.25,3.0,3.75,3.25,4.25,3.25,3.0,3.5,3.0,41.25,4.585421901205575,3.5625,3.6,3.4375,3.375,3.5,4.125,3.25,3.125,3.3125,3.5
6450,260640,Tanooki Mario,Steel Driver,Normal,Wario Wing,3.75,4.0,3.25,3.25,3.0,4.0,3.25,4.25,3.25,3.0,3.0,3.0,41.0,4.5435645354123615,3.5625,3.6,3.4375,3.375,3.5,4.125,3.25,3.125,3.145833333333333,3.625
6451,319575,Mario,Steel Driver,Button,Wario Wing,3.75,4.0,3.25,3.5,3.0,3.75,3.0,4.0,2.75,3.0,2.75,3.25,40.0,4.5435645354123615,3.625,3.675,3.1875,3.175,3.375,4.0,3.0,3.25,3.0625,3.375
6452,294975,Luigi,Steel Driver,Button,Wario Wing,3.75,4.0,3.25,3.5,3.0,3.75,3.25,4.25,3.0,3.25,2.5,3.25,40.75,4.517837101586963,3.625,3.675,3.4375,3.425,3.5,4.125,3.125,3.375,3.0625,3.5
6453,249411,Yoshi,Prancer,Off-Road,Cloud Glider,3.75,4.0,3.25,3.5,3.25,2.75,3.25,3.0,3.5,3.25,3.75,3.0,40.25,4.639156081756483,3.625,3.675,3.25,3.225,3.5,3.5,3.375,3.375,3.333333333333333,3.0
6454,249583,Yoshi,Prancer,Retro Off-Road,Cloud Glider,3.75,4.0,3.25,3.5,3.25,2.75,3.25,3.0,3.75,3.25,3.75,3.0,40.5,4.6231108192777945,3.625,3.675,3.3125,3.25,3.5,3.5,3.5,3.375,3.3541666666666665,3.0
6455,261171,Tanooki Mario,Prancer,Off-Road,Cloud Glider,3.75,4.0,3.25,3.5,3.25,3.0,3.25,3.0,3.5,3.25,3.25,3.0,40.0,4.692271272551667,3.625,3.675,3.25,3.225,3.5,3.5,3.375,3.375,3.1666666666666665,3.125
6456,266337,Tanooki Mario,Prancer,Retro Off-Road,Cloud Glider,3.75,4.0,3.25,3.5,3.25,3.0,3.25,3.0,3.75,3.25,3.25,3.0,40.25,4.672156957362123,3.625,3.675,3.3125,3.25,3.5,3.5,3.5,3.375,3.1875,3.125
6457,379321,King Boo,Landship,Slick,Cloud Glider,3.75,4.0,3.25,3.75,3.25,3.25,3.25,2.75,3.0,2.75,3.25,3.25,39.5,4.6181186920870125,3.6875,3.75,2.9375,2.975,3.5,3.375,3.125,3.25,3.145833333333333,3.25
6458,317884,Mario,Pipe Frame,Metal,Super Glider,3.75,4.0,3.5,2.75,3.0,3.75,3.75,3.25,2.5,3.25,3.0,3.0,39.5,4.537382283612969,3.5,3.475,3.1875,3.375,3.75,3.625,3.0,3.0,3.0625,3.75
6459,302482,Luigi,Pipe Frame,Metal,Super Glider,3.75,4.0,3.5,2.75,3.0,3.75,4.0,3.5,2.75,3.5,2.75,3.0,40.25,4.517837101586963,3.5,3.475,3.4375,3.625,3.875,3.75,3.125,3.125,3.0625,3.875
6460,384628,King Boo,Pipe Frame,Metal,Peach Parasol,3.75,4.0,3.5,3.25,3.0,4.0,3.5,3.25,2.5,2.75,3.0,3.25,39.75,4.533813829618954,3.625,3.625,3.0,3.125,3.625,3.625,3.0,3.0,3.083333333333333,3.75
6461,251765,Yoshi,Standard Kart,Off-Road,Super Glider,3.75,4.0,3.5,3.25,3.5,3.25,3.25,2.75,3.25,3.5,4.0,3.0,41.0,4.625631845436187,3.625,3.625,3.1875,3.225,3.5,3.375,3.375,3.375,3.395833333333333,3.25
6462,247187,Yoshi,Standard Kart,Retro Off-Road,Super Glider,3.75,4.0,3.5,3.25,3.5,3.25,3.25,2.75,3.5,3.5,4.0,3.0,41.25,4.6288072052031595,3.625,3.625,3.25,3.25,3.5,3.375,3.5,3.375,3.4166666666666665,3.25
6463,263522,Tanooki Mario,Standard Kart,Off-Road,Super Glider,3.75,4.0,3.5,3.25,3.5,3.5,3.25,2.75,3.25,3.5,3.5,3.0,40.75,4.672156957362123,3.625,3.625,3.1875,3.225,3.5,3.375,3.375,3.375,3.2291666666666665,3.375
6464,266588,Tanooki Mario,Standard Kart,Retro Off-Road,Super Glider,3.75,4.0,3.5,3.25,3.5,3.5,3.25,2.75,3.5,3.5,3.5,3.0,41.0,4.674330526360535,3.625,3.625,3.25,3.25,3.5,3.375,3.5,3.375,3.25,3.375
6465,322326,Mario,Standard Kart,Off-Road,Peach Parasol,3.75,4.0,3.5,3.75,3.5,3.75,3.0,2.75,3.25,3.0,3.5,3.0,40.75,4.608930177512242,3.75,3.775,3.0,2.975,3.375,3.375,3.375,3.375,3.1666666666666665,3.375
6466,317796,Mario,Standard Kart,Retro Off-Road,Peach Parasol,3.75,4.0,3.5,3.75,3.5,3.75,3.0,2.75,3.5,3.0,3.5,3.0,41.0,4.6107505279192385,3.75,3.775,3.0625,3.0,3.375,3.375,3.5,3.375,3.1875,3.375
6467,301746,Luigi,Standard Kart,Off-Road,Peach Parasol,3.75,4.0,3.5,3.75,3.5,3.75,3.25,3.0,3.5,3.25,3.25,3.0,41.5,4.683173883843538,3.75,3.775,3.25,3.225,3.5,3.5,3.5,3.5,3.1666666666666665,3.5
6468,298938,Luigi,Standard Kart,Retro Off-Road,Peach Parasol,3.75,4.0,3.5,3.75,3.5,3.75,3.25,3.0,3.75,3.25,3.25,3.0,41.75,4.672156957362123,3.75,3.775,3.3125,3.25,3.5,3.5,3.625,3.5,3.1875,3.5
6469,252334,Yoshi,Tanooki Kart,Metal,Super Glider,3.75,4.0,3.75,3.0,2.25,3.75,3.75,3.5,3.0,3.25,4.0,2.5,40.5,4.421011854415591,3.625,3.575,3.375,3.475,3.75,3.75,3.375,3.125,3.2916666666666665,3.75
6470,265261,Tanooki Mario,Tanooki Kart,Metal,Super Glider,3.75,4.0,3.75,3.0,2.25,4.0,3.75,3.5,3.0,3.25,3.5,2.5,40.25,4.431325970774863,3.625,3.575,3.375,3.475,3.75,3.75,3.375,3.125,3.125,3.875
6471,328550,Mario,Steel Driver,Cushion,Super Glider,3.75,4.0,3.75,3.0,2.75,3.75,2.75,3.25,3.0,2.75,3.75,3.0,39.5,4.525259241397173,3.625,3.575,2.9375,2.875,3.25,3.625,3.375,2.875,3.2291666666666665,3.25
6472,328510,Mario,Steel Driver,Sponge,Super Glider,3.75,4.0,3.75,3.0,2.75,3.75,2.75,3.25,3.0,3.0,3.75,3.0,39.75,4.5461653284610035,3.625,3.575,3.0,2.95,3.25,3.625,3.375,3.0,3.25,3.25
6473,305021,Luigi,Steel Driver,Cushion,Super Glider,3.75,4.0,3.75,3.0,2.75,3.75,3.0,3.5,3.25,3.0,3.5,3.0,40.25,4.594661570506519,3.625,3.575,3.1875,3.125,3.375,3.75,3.5,3.0,3.2291666666666665,3.375
6474,295876,Luigi,Steel Driver,Sponge,Super Glider,3.75,4.0,3.75,3.0,2.75,3.75,3.0,3.5,3.25,3.25,3.5,3.0,40.5,4.60832527409968,3.625,3.575,3.25,3.2,3.375,3.75,3.5,3.125,3.25,3.375
6475,324230,Mario,Tanooki Kart,Metal,Peach Parasol,3.75,4.0,3.75,3.5,2.25,4.25,3.5,3.5,3.0,2.75,3.5,2.5,40.25,4.392674142679817,3.75,3.725,3.1875,3.225,3.625,3.75,3.375,3.125,3.0625,3.875
6476,299370,Luigi,Tanooki Kart,Metal,Peach Parasol,3.75,4.0,3.75,3.5,2.25,4.25,3.75,3.75,3.25,3.0,3.25,2.5,41.0,4.403291858560143,3.75,3.725,3.4375,3.475,3.75,3.875,3.5,3.25,3.0625,4.0
6477,387344,King Boo,Steel Driver,Cushion,Peach Parasol,3.75,4.0,3.75,3.5,2.75,4.0,2.5,3.25,3.0,2.25,3.75,3.25,39.75,4.414910651733819,3.75,3.725,2.75,2.625,3.125,3.625,3.375,2.875,3.25,3.25
